agecat_1,month_1,deaths,PYO,year,month,y_bloc
55,47,12,723.3,2006,12,2003-06
55,48,12,721.65,2007,1,2007-10
55,49,10,720.34,2007,2,2007-10
55,50,16,719.46,2007,3,2007-10
55,51,13,716.92,2007,4,2007-10
55,52,11,715.66,2007,5,2007-10
55,53,12,713.54,2007,6,2007-10
55,54,6,750.77,2007,7,2007-10
55,55,19,752.95,2007,8,2007-10
55,56,11,752.75,2007,9,2007-10
55,57,8,752.92,2007,10,2007-10
55,58,14,752.09,2007,11,2007-10
55,59,17,747.43,2007,12,2007-10
55,60,9,742.51,2008,1,2007-10
55,61,9,742.6,2008,2,2007-10
55,62,18,743.14,2008,3,2007-10
55,63,17,742.25,2008,4,2007-10
55,64,11,740.87,2008,5,2007-10
55,65,15,743.29,2008,6,2007-10
55,66,12,772.25,2008,7,2007-10
55,67,14,774.86,2008,8,2007-10
55,68,13,773.86,2008,9,2007-10
55,69,13,770.48,2008,10,2007-10
55,70,16,771.78,2008,11,2007-10
55,71,16,770.02,2008,12,2007-10
55,72,11,764.11,2009,1,2007-10
55,73,14,763.35,2009,2,2007-10
55,74,11,761.68,2009,3,2007-10
55,75,15,760.16,2009,4,2007-10
55,76,11,760.29,2009,5,2007-10
55,77,12,762.22,2009,6,2007-10
55,78,8,805.99,2009,7,2007-10
55,79,15,807.49,2009,8,2007-10
55,80,11,808.28,2009,9,2007-10
55,81,17,810.74,2009,10,2007-10
55,82,15,814.29,2009,11,2007-10
55,83,8,816.15,2009,12,2007-10
55,84,10,810.56,2010,1,2007-10
55,85,19,805.39,2010,2,2007-10
55,86,20,804.73,2010,3,2007-10
55,87,9,804.78,2010,4,2007-10
55,88,13,804.96,2010,5,2007-10
55,89,10,802.8,2010,6,2007-10
55,90,11,810.57,2010,7,2007-10
55,91,19,813.45,2010,8,2007-10
55,92,17,814.97,2010,9,2007-10
55,93,13,814.27,2010,10,2007-10
55,94,11,814.57,2010,11,2007-10
55,95,8,815.16,2010,12,2007-10
55,96,15,811.82,2011,1,2011-14
55,97,13,807.76,2011,2,2011-14
55,98,15,804.25,2011,3,2011-14
55,99,9,804.25,2011,4,2011-14
55,100,12,802.75,2011,5,2011-14
55,101,11,801.85,2011,6,2011-14
55,102,7,851.88,2011,7,2011-14
55,103,12,853.78,2011,8,2011-14
55,104,7,853.92,2011,9,2011-14
55,105,12,853.77,2011,10,2011-14
55,106,15,853.63,2011,11,2011-14
55,107,12,851.75,2011,12,2011-14
55,108,20,847.48,2012,1,2011-14
55,109,19,844.76,2012,2,2011-14
55,110,13,844.55,2012,3,2011-14
55,111,16,844.57,2012,4,2011-14
55,112,10,842,2012,5,2011-14
55,113,18,843.18,2012,6,2011-14
55,114,5,887.04,2012,7,2011-14
55,115,12,887.65,2012,8,2011-14
55,116,17,884.89,2012,9,2011-14
55,117,13,878.31,2012,10,2011-14
55,118,12,876.61,2012,11,2011-14
55,119,16,877.34,2012,12,2011-14
55,120,7,879.08,2013,1,2011-14
55,121,19,877.93,2013,2,2011-14
55,122,15,872.65,2013,3,2011-14
55,123,14,873.91,2013,4,2011-14
55,124,14,873.81,2013,5,2011-14
55,125,21,874.16,2013,6,2011-14
55,126,19,914.2,2013,7,2011-14
55,127,18,912.1,2013,8,2011-14
55,128,13,912.78,2013,9,2011-14
55,129,19,913.36,2013,10,2011-14
55,130,13,915.11,2013,11,2011-14
55,131,14,912.46,2013,12,2011-14
55,132,9,908.2,2014,1,2011-14
55,133,17,909.24,2014,2,2011-14
55,134,16,908.69,2014,3,2011-14
55,135,17,910.18,2014,4,2011-14
55,136,10,910.37,2014,5,2011-14
55,137,16,908.56,2014,6,2011-14
55,138,13,955.71,2014,7,2011-14
55,139,16,954.46,2014,8,2011-14
55,140,10,953.82,2014,9,2011-14
55,141,13,954.13,2014,10,2011-14
55,142,13,955.86,2014,11,2011-14
55,143,18,954.08,2014,12,2011-14
55,144,9,952.8,2015,1,2015-18
55,145,15,950.15,2015,2,2015-18
55,146,14,947.83,2015,3,2015-18
55,147,6,948.99,2015,4,2015-18
55,148,9,950.03,2015,5,2015-18
55,149,13,947.44,2015,6,2015-18
55,150,14,1007.37,2015,7,2015-18
55,151,18,1009.75,2015,8,2015-18
55,152,12,1012.57,2015,9,2015-18
55,153,10,1014.64,2015,10,2015-18
55,154,13,1010.71,2015,11,2015-18
55,155,16,1005.18,2015,12,2015-18
55,156,16,1002.36,2016,1,2015-18
55,157,11,1001.77,2016,2,2015-18
55,158,10,1001.61,2016,3,2015-18
55,159,13,997.58,2016,4,2015-18
55,160,15,992.47,2016,5,2015-18
55,161,14,993.15,2016,6,2015-18
55,162,20,1034.1,2016,7,2015-18
55,163,11,1034.89,2016,8,2015-18
55,164,10,1034.86,2016,9,2015-18
55,165,16,1027.98,2016,10,2015-18
55,166,9,1019.16,2016,11,2015-18
55,167,11,1018.33,2016,12,2015-18
55,168,16,1015.96,2017,1,2015-18
55,169,15,1020.26,2017,2,2015-18
55,170,16,1027.72,2017,3,2015-18
55,171,12,1029.28,2017,4,2015-18
55,172,12,1029.44,2017,5,2015-18
55,173,12,1033.38,2017,6,2015-18
55,174,10,1048.8,2017,7,2015-18
55,175,13,1045.37,2017,8,2015-18
55,176,5,1050.33,2017,9,2015-18
55,177,14,1053.81,2017,10,2015-18
55,178,9,1056.14,2017,11,2015-18
55,179,11,1055.16,2017,12,2015-18
55,180,10,1050.45,2018,1,2015-18
55,181,13,1054.54,2018,2,2015-18
55,182,12,1053.9,2018,3,2015-18
55,183,11,1053.14,2018,4,2015-18
55,184,17,1052.57,2018,5,2015-18
55,185,15,1056.42,2018,6,2015-18
55,186,15,1107.54,2018,7,2015-18
55,187,17,1106.45,2018,8,2015-18
55,188,14,1103.7,2018,9,2015-18
55,189,13,1106.64,2018,10,2015-18
55,190,11,1109.08,2018,11,2015-18
55,191,17,1097.98,2018,12,2015-18
65,0,14,334.8,2003,1,2003-06
65,1,11,333.43,2003,2,2003-06
65,2,8,330.61,2003,3,2003-06
65,3,16,328.74,2003,4,2003-06
65,4,19,328.75,2003,5,2003-06
65,5,23,329.15,2003,6,2003-06
65,6,14,345.6,2003,7,2003-06
65,7,11,342.88,2003,8,2003-06
65,8,15,344.32,2003,9,2003-06
65,9,18,344.04,2003,10,2003-06
65,10,14,343.74,2003,11,2003-06
65,11,14,342.94,2003,12,2003-06
65,12,18,341.57,2004,1,2003-06
65,13,3,341.15,2004,2,2003-06
65,14,10,340.87,2004,3,2003-06
65,15,5,338.79,2004,4,2003-06
65,16,12,338.52,2004,5,2003-06
65,17,15,339.97,2004,6,2003-06
65,18,16,365.88,2004,7,2003-06
65,19,17,363.99,2004,8,2003-06
65,20,17,361.53,2004,9,2003-06
65,21,15,361.92,2004,10,2003-06
65,22,28,361.78,2004,11,2003-06
65,23,12,360.76,2004,12,2003-06
65,24,14,358.16,2005,1,2003-06
65,25,12,356.13,2005,2,2003-06
65,26,11,357.07,2005,3,2003-06
65,27,18,357.12,2005,4,2003-06
65,28,15,355.44,2005,5,2003-06
65,29,11,352.58,2005,6,2003-06
65,30,12,393.37,2005,7,2003-06
65,31,19,392.03,2005,8,2003-06
65,32,20,390.96,2005,9,2003-06
65,33,7,390.76,2005,10,2003-06
65,34,11,390.26,2005,11,2003-06
65,35,11,388.37,2005,12,2003-06
65,36,8,387.41,2006,1,2003-06
65,37,20,388.45,2006,2,2003-06
65,38,12,388,2006,3,2003-06
65,39,14,386.39,2006,4,2003-06
65,40,20,384.62,2006,5,2003-06
65,41,9,384.31,2006,6,2003-06
65,42,12,397.65,2006,7,2003-06
65,43,17,398.27,2006,8,2003-06
65,44,9,396.57,2006,9,2003-06
65,45,14,395.65,2006,10,2003-06
65,46,9,396.57,2006,11,2003-06
65,47,10,395.52,2006,12,2003-06
65,48,9,393.9,2007,1,2007-10
65,49,9,392.36,2007,2,2007-10
65,50,11,391.94,2007,3,2007-10
65,51,9,390.71,2007,4,2007-10
65,52,14,389.53,2007,5,2007-10
65,53,11,388.77,2007,6,2007-10
65,54,15,415.57,2007,7,2007-10
65,55,14,414.21,2007,8,2007-10
65,56,12,414.27,2007,9,2007-10
65,57,13,414.68,2007,10,2007-10
65,58,14,413.77,2007,11,2007-10
65,59,11,411.62,2007,12,2007-10
65,60,12,408.6,2008,1,2007-10
65,61,13,407.08,2008,2,2007-10
65,62,19,404.86,2008,3,2007-10
65,63,12,402.36,2008,4,2007-10
65,64,12,401.21,2008,5,2007-10
65,65,20,402.81,2008,6,2007-10
65,66,11,431.33,2008,7,2007-10
65,67,15,430.62,2008,8,2007-10
65,68,17,428.53,2008,9,2007-10
65,69,18,427.18,2008,10,2007-10
65,70,16,427.04,2008,11,2007-10
65,71,20,426.1,2008,12,2007-10
65,72,11,422.42,2009,1,2007-10
65,73,9,420.66,2009,2,2007-10
65,74,11,418.81,2009,3,2007-10
65,75,8,419.78,2009,4,2007-10
65,76,13,419.47,2009,5,2007-10
65,77,27,417.96,2009,6,2007-10
65,78,21,442.04,2009,7,2007-10
65,79,22,440.77,2009,8,2007-10
65,80,25,440.31,2009,9,2007-10
65,81,19,440.23,2009,10,2007-10
65,82,16,439.69,2009,11,2007-10
65,83,19,437.74,2009,12,2007-10
65,84,12,433.89,2010,1,2007-10
65,85,11,431.93,2010,2,2007-10
65,86,10,431.9,2010,3,2007-10
65,87,15,431.34,2010,4,2007-10
65,88,16,430.27,2010,5,2007-10
65,89,25,426.93,2010,6,2007-10
65,90,19,484.3,2010,7,2007-10
65,91,22,485.46,2010,8,2007-10
65,92,16,484.72,2010,9,2007-10
65,93,16,483,2010,10,2007-10
65,94,17,482.1,2010,11,2007-10
65,95,15,480.69,2010,12,2007-10
65,96,15,477.79,2011,1,2011-14
65,97,9,474.52,2011,2,2011-14
65,98,17,472.52,2011,3,2011-14
65,99,11,471.36,2011,4,2011-14
65,100,13,468.98,2011,5,2011-14
65,101,19,469.13,2011,6,2011-14
65,102,19,501.07,2011,7,2011-14
65,103,15,500.39,2011,8,2011-14
65,104,15,498.23,2011,9,2011-14
65,105,24,496.59,2011,10,2011-14
65,106,19,495.27,2011,11,2011-14
65,107,17,493.58,2011,12,2011-14
65,108,19,492.09,2012,1,2011-14
65,109,17,490.45,2012,2,2011-14
65,110,10,489.73,2012,3,2011-14
65,111,17,487.89,2012,4,2011-14
65,112,22,485.41,2012,5,2011-14
65,113,26,485.8,2012,6,2011-14
65,114,23,510.44,2012,7,2011-14
65,115,26,508.36,2012,8,2011-14
65,116,18,504.16,2012,9,2011-14
65,117,15,499.88,2012,10,2011-14
65,118,23,497.18,2012,11,2011-14
65,119,17,496.65,2012,12,2011-14
65,120,12,496.19,2013,1,2011-14
65,121,12,495.52,2013,2,2011-14
65,122,21,493.04,2013,3,2011-14
65,123,16,492.06,2013,4,2011-14
65,124,18,491.09,2013,5,2011-14
65,125,12,490.34,2013,6,2011-14
65,126,15,533.34,2013,7,2011-14
65,127,17,531.86,2013,8,2011-14
65,128,17,531.45,2013,9,2011-14
65,129,25,530.44,2013,10,2011-14
65,130,19,529.29,2013,11,2011-14
65,131,11,527.11,2013,12,2011-14
65,132,13,524.97,2014,1,2011-14
65,133,19,523.1,2014,2,2011-14
65,134,18,521.67,2014,3,2011-14
65,135,23,520.87,2014,4,2011-14
65,136,21,519.69,2014,5,2011-14
65,137,23,516.42,2014,6,2011-14
65,138,21,548.35,2014,7,2011-14
65,139,18,546.93,2014,8,2011-14
65,140,11,546.15,2014,9,2011-14
65,141,19,544.27,2014,10,2011-14
65,142,10,544.58,2014,11,2011-14
65,143,14,543.66,2014,12,2011-14
65,144,15,542.73,2015,1,2015-18
65,145,11,540.1,2015,2,2015-18
65,146,26,537.15,2015,3,2015-18
65,147,21,535.63,2015,4,2015-18
65,148,9,534.79,2015,5,2015-18
65,149,16,534.21,2015,6,2015-18
65,150,14,573.07,2015,7,2015-18
65,151,28,572.52,2015,8,2015-18
65,152,19,572.34,2015,9,2015-18
65,153,19,571.76,2015,10,2015-18
65,154,26,568.54,2015,11,2015-18
65,155,22,565.69,2015,12,2015-18
65,156,14,563.44,2016,1,2015-18
65,157,18,562.58,2016,2,2015-18
65,158,13,560.84,2016,3,2015-18
65,159,12,558.65,2016,4,2015-18
65,160,12,556.92,2016,5,2015-18
65,161,18,557.39,2016,6,2015-18
65,162,19,574.55,2016,7,2015-18
65,163,23,572.71,2016,8,2015-18
65,164,15,570.56,2016,9,2015-18
65,165,13,566.74,2016,10,2015-18
65,166,20,559.36,2016,11,2015-18
65,167,16,556.66,2016,12,2015-18
65,168,17,555.92,2017,1,2015-18
65,169,15,558.8,2017,2,2015-18
65,170,24,562.27,2017,3,2015-18
65,171,22,562.82,2017,4,2015-18
65,172,18,562.56,2017,5,2015-18
65,173,28,563.48,2017,6,2015-18
65,174,8,614.9,2017,7,2015-18
65,175,19,613.72,2017,8,2015-18
65,176,23,615.08,2017,9,2015-18
65,177,18,616.79,2017,10,2015-18
65,178,22,615.63,2017,11,2015-18
65,179,7,613.05,2017,12,2015-18
65,180,15,611.19,2018,1,2015-18
65,181,11,612.85,2018,2,2015-18
65,182,16,610.51,2018,3,2015-18
65,183,17,607.92,2018,4,2015-18
65,184,16,605.86,2018,5,2015-18
65,185,17,605.67,2018,6,2015-18
65,186,9,636.37,2018,7,2015-18
65,187,20,634.41,2018,8,2015-18
65,188,17,631.75,2018,9,2015-18
65,189,19,631.61,2018,10,2015-18
65,190,25,630.73,2018,11,2015-18
65,191,13,621.82,2018,12,2015-18
75,0,9,138.56,2003,1,2003-06
75,1,11,137.31,2003,2,2003-06
75,2,6,136.04,2003,3,2003-06
75,3,6,136.04,2003,4,2003-06
75,4,13,136.23,2003,5,2003-06
75,5,16,135.72,2003,6,2003-06
75,6,18,157.08,2003,7,2003-06
75,7,14,155.37,2003,8,2003-06
75,8,12,154.78,2003,9,2003-06
75,9,18,154,2003,10,2003-06
75,10,9,153.01,2003,11,2003-06
75,11,6,152.03,2003,12,2003-06
75,12,9,151.29,2004,1,2003-06
75,13,8,150.71,2004,2,2003-06
75,14,12,149.81,2004,3,2003-06
75,15,17,147.85,2004,4,2003-06
75,16,12,146.77,2004,5,2003-06
75,17,25,146.25,2004,6,2003-06
75,18,11,160.91,2004,7,2003-06
75,19,10,159.57,2004,8,2003-06
75,20,15,158.65,2004,9,2003-06
75,21,17,158.07,2004,10,2003-06
75,22,9,158.21,2004,11,2003-06
75,23,5,157.91,2004,12,2003-06
75,24,13,156.56,2005,1,2003-06
75,25,18,154.99,2005,2,2003-06
75,26,10,154.74,2005,3,2003-06
75,27,16,154.65,2005,4,2003-06
75,28,11,153.97,2005,5,2003-06
75,29,13,154.36,2005,6,2003-06
75,30,14,223.47,2005,7,2003-06
75,31,21,221.72,2005,8,2003-06
75,32,15,220.51,2005,9,2003-06
75,33,12,220.32,2005,10,2003-06
75,34,16,219.57,2005,11,2003-06
75,35,14,217.88,2005,12,2003-06
75,36,13,216.44,2006,1,2003-06
75,37,14,216.08,2006,2,2003-06
75,38,16,215.37,2006,3,2003-06
75,39,23,213.43,2006,4,2003-06
75,40,12,211.77,2006,5,2003-06
75,41,17,211.6,2006,6,2003-06
75,42,16,223.25,2006,7,2003-06
75,43,14,222.55,2006,8,2003-06
75,44,17,220.28,2006,9,2003-06
75,45,14,218.59,2006,10,2003-06
75,46,7,218.43,2006,11,2003-06
75,47,23,216.89,2006,12,2003-06
75,48,16,214.7,2007,1,2007-10
75,49,13,213.95,2007,2,2007-10
75,50,18,212.87,2007,3,2007-10
75,51,18,210.97,2007,4,2007-10
75,52,10,208.92,2007,5,2007-10
75,53,11,207.76,2007,6,2007-10
75,54,25,237.56,2007,7,2007-10
75,55,24,235.79,2007,8,2007-10
75,56,20,234.12,2007,9,2007-10
75,57,20,232.59,2007,10,2007-10
75,58,11,230.6,2007,11,2007-10
75,59,11,228.77,2007,12,2007-10
75,60,16,226.55,2008,1,2007-10
75,61,17,224.54,2008,2,2007-10
75,62,16,222.61,2008,3,2007-10
75,63,13,220.83,2008,4,2007-10
75,64,24,218.94,2008,5,2007-10
75,65,18,219.33,2008,6,2007-10
75,66,23,232.69,2008,7,2007-10
75,67,26,230.87,2008,8,2007-10
75,68,16,228.86,2008,9,2007-10
75,69,18,226.89,2008,10,2007-10
75,70,14,226.35,2008,11,2007-10
75,71,20,224.73,2008,12,2007-10
75,72,18,221.47,2009,1,2007-10
75,73,8,220.22,2009,2,2007-10
75,74,11,219.34,2009,3,2007-10
75,75,17,217.91,2009,4,2007-10
75,76,18,216.89,2009,5,2007-10
75,77,19,216.65,2009,6,2007-10
75,78,29,243.96,2009,7,2007-10
75,79,24,241.64,2009,8,2007-10
75,80,17,240.47,2009,9,2007-10
75,81,24,239.96,2009,10,2007-10
75,82,17,239.16,2009,11,2007-10
75,83,16,237.64,2009,12,2007-10
75,84,11,235.37,2010,1,2007-10
75,85,18,233.51,2010,2,2007-10
75,86,18,232.22,2010,3,2007-10
75,87,22,230.61,2010,4,2007-10
75,88,19,228.6,2010,5,2007-10
75,89,32,226.78,2010,6,2007-10
75,90,27,256.1,2010,7,2007-10
75,91,31,254.57,2010,8,2007-10
75,92,20,252.68,2010,9,2007-10
75,93,20,251.1,2010,10,2007-10
75,94,13,250.67,2010,11,2007-10
75,95,14,249.5,2010,12,2007-10
75,96,14,246.92,2011,1,2011-14
75,97,14,245.25,2011,2,2011-14
75,98,25,243.35,2011,3,2011-14
75,99,20,241.64,2011,4,2011-14
75,100,16,240.22,2011,5,2011-14
75,101,20,238.94,2011,6,2011-14
75,102,22,263.49,2011,7,2011-14
75,103,29,262.02,2011,8,2011-14
75,104,17,260.19,2011,9,2011-14
75,105,16,259.06,2011,10,2011-14
75,106,24,257.2,2011,11,2011-14
75,107,20,255.46,2011,12,2011-14
75,108,11,252.84,2012,1,2011-14
75,109,22,251.26,2012,2,2011-14
75,110,17,249.99,2012,3,2011-14
75,111,17,248.72,2012,4,2011-14
75,112,35,246.82,2012,5,2011-14
75,113,14,245.43,2012,6,2011-14
75,114,20,262.92,2012,7,2011-14
75,115,28,260.74,2012,8,2011-14
75,116,25,257.77,2012,9,2011-14
75,117,13,254.33,2012,10,2011-14
75,118,16,252.59,2012,11,2011-14
75,119,19,251.53,2012,12,2011-14
75,120,14,250.8,2013,1,2011-14
75,121,16,250.51,2013,2,2011-14
75,122,17,248.86,2013,3,2011-14
75,123,22,247.3,2013,4,2011-14
75,124,16,245.68,2013,5,2011-14
75,125,22,245.54,2013,6,2011-14
75,126,18,274.17,2013,7,2011-14
75,127,22,271.64,2013,8,2011-14
75,128,20,270.01,2013,9,2011-14
75,129,17,268.55,2013,10,2011-14
75,130,18,268.44,2013,11,2011-14
75,131,21,266.77,2013,12,2011-14
75,132,12,263.81,2014,1,2011-14
75,133,19,263.01,2014,2,2011-14
75,134,24,261.2,2014,3,2011-14
75,135,19,259.64,2014,4,2011-14
75,136,14,258.81,2014,5,2011-14
75,137,18,257.45,2014,6,2011-14
75,138,19,285.29,2014,7,2011-14
75,139,22,283.5,2014,8,2011-14
75,140,17,282.11,2014,9,2011-14
75,141,15,280.49,2014,10,2011-14
75,142,18,278.87,2014,11,2011-14
75,143,18,277.16,2014,12,2011-14
75,144,12,275.37,2015,1,2015-18
75,145,20,273.89,2015,2,2015-18
75,146,22,272.2,2015,3,2015-18
75,147,12,271.57,2015,4,2015-18
75,148,24,270.22,2015,5,2015-18
75,149,15,267.97,2015,6,2015-18
75,150,27,347.42,2015,7,2015-18
75,151,32,346.6,2015,8,2015-18
75,152,17,345.66,2015,9,2015-18
75,153,24,344.27,2015,10,2015-18
75,154,23,341.66,2015,11,2015-18
75,155,29,338.44,2015,12,2015-18
75,156,23,335.09,2016,1,2015-18
75,157,23,334.01,2016,2,2015-18
75,158,24,331.28,2016,3,2015-18
75,159,32,327.3,2016,4,2015-18
75,160,20,325.84,2016,5,2015-18
75,161,26,325.01,2016,6,2015-18
75,162,25,341.44,2016,7,2015-18
75,163,32,338.13,2016,8,2015-18
75,164,22,334.81,2016,9,2015-18
75,165,23,330.99,2016,10,2015-18
75,166,20,325.64,2016,11,2015-18
75,167,22,323.86,2016,12,2015-18
75,168,22,322.75,2017,1,2015-18
75,169,24,322.89,2017,2,2015-18
75,170,30,323.44,2017,3,2015-18
75,171,24,322.44,2017,4,2015-18
75,172,37,320.48,2017,5,2015-18
75,173,26,318.63,2017,6,2015-18
75,174,35,354.49,2017,7,2015-18
75,175,35,351.37,2017,8,2015-18
75,176,29,351.03,2017,9,2015-18
75,177,27,350.19,2017,10,2015-18
75,178,30,347.33,2017,11,2015-18
75,179,37,342.91,2017,12,2015-18
75,180,23,339.53,2018,1,2015-18
75,181,21,339.87,2018,2,2015-18
75,182,16,338.99,2018,3,2015-18
75,183,29,336.71,2018,4,2015-18
75,184,22,333.91,2018,5,2015-18
75,185,22,334.06,2018,6,2015-18
75,186,33,361.96,2018,7,2015-18
75,187,37,359,2018,8,2015-18
75,188,24,355.16,2018,9,2015-18
75,189,26,353.46,2018,10,2015-18
75,190,26,352.43,2018,11,2015-18
75,191,16,346.93,2018,12,2015-18
